datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Total sales,Year,Month,Hour,Weekday Name
3/1/2018,1,6.033,1.05,26.4,26,1,12,1,74.483,2018,3,276,Thursday
3/2/2018,4,3,9.5,38.4,24,3,17,5.5,104.4,2018,3,276,Friday
3/3/2018,8,2.363,8.15,40.187,12,1,10,4,85.7,2018,3,276,Saturday
3/4/2018,1,3.736,4,33.6,3,0,14,1,60.336,2018,3,276,Sunday
3/5/2018,4.33,5.33,6.1,25,6,0,17,1,64.76,2018,3,276,Monday
3/6/2018,9.5,6.33,5.85,22.2,22,8,2,1,76.88,2018,3,276,Tuesday
3/7/2018,4.5,1.67,4,20.2,31,5,11,1.4,78.77,2018,3,276,Wednesday
3/8/2018,1.33,2.769,4,25.8,10,0,0,4,47.899,2018,3,276,Thursday
3/9/2018,6.33,2.18,4.2,41,11,1,10,0,75.71,2018,3,276,Friday
3/10/2018,6,4.109,4,21.7,11,3,17,6,72.809,2018,3,276,Saturday
3/11/2018,4.66,7.54,5.6,68,0,0,11,3,99.8,2018,3,276,Sunday
3/12/2018,9,4.345,3,22.2,9,0,13,8,68.545,2018,3,276,Monday
3/13/2018,2,5.066,5.2,15.2,18,0,21,5,71.466,2018,3,276,Tuesday
3/14/2018,2.34,2.34,0,31,14,2,8,4,63.68,2018,3,276,Wednesday
3/15/2018,3.34,2.132,3,23.9,10,0,10,0,52.372,2018,3,276,Thursday
3/16/2018,3.33,3.066,1,29,7,0,2,1,46.396,2018,3,276,Friday
3/17/2018,3.99,1.66,3.15,65,11,0,5,4,93.8,2018,3,276,Saturday
3/18/2018,7.33,2.929,4.3,21.5,8,0,2,2,48.059,2018,3,276,Sunday
3/19/2018,4.34,1,0,19.6,11,2,18,1,56.94,2018,3,276,Monday
3/20/2018,2.67,3.67,9,48.6,7,0,15,5,90.94,2018,3,276,Tuesday
3/21/2018,2,2,2,27,4,0,9,0,46,2018,3,276,Wednesday
3/22/2018,3,3.67,1.55,24.6,4,0,0,1,37.82,2018,3,276,Thursday
3/23/2018,5,5.396,5.15,34,8,0,11,8.5,77.046,2018,3,276,Friday
3/24/2018,7,2.34,5,40,7,1,2,0,64.34,2018,3,276,Saturday
3/25/2018,4,2.66,3.2,47.312,9,0,3,2,71.172,2018,3,276,Sunday
3/26/2018,5,9.66,0.2,27.6,15,4,5,3.3,69.76,2018,3,276,Monday
3/27/2018,4.34,3.33,5.1,28,14,1,5,2,62.77,2018,3,276,Tuesday
3/28/2018,5.5,1.66,1,11.924,23,2,6,1.5,52.584,2018,3,276,Wednesday
3/29/2018,7,2.33,3,28.2,5,0,7,3.3,55.83,2018,3,276,Thursday
3/30/2018,5.33,4.46,9,42,33,8,3,2,106.79,2018,3,276,Friday
3/31/2018,9,2.99,2,50,8,0,3,4,78.99,2018,3,276,Saturday
4/1/2018,6.83,3.34,0,37,19,1,22,5,94.17,2018,4,276,Sunday
4/2/2018,5.66,4.396,6.3,30,31,0,10,10,97.356,2018,4,276,Monday
4/3/2018,1,2.529,2,38,10,6,5,3.5,68.029,2018,4,276,Tuesday
4/4/2018,6.01,5.2,3,29,9,0,1,8,61.21,2018,4,276,Wednesday
4/5/2018,6.33,3.67,5.4,39,16,1,16,3,90.4,2018,4,276,Thursday
4/6/2018,3.67,3,4.2,33.525,13,0,23,5,85.395,2018,4,276,Friday
4/7/2018,16.18,4.506,2,40,4,0,5,7,78.686,2018,4,276,Saturday
4/8/2018,0,0,0,0,0,0,0,0,0,2018,4,276,Sunday
4/9/2018,5,3,6,25,6,0,10,6,61,2018,4,276,Monday
4/10/2018,2,3.067,2,38.3,18,3,7,10,83.367,2018,4,276,Tuesday
4/11/2018,6.67,3.01,2,28,12,0,3,11,65.68,2018,4,276,Wednesday
4/12/2018,5,4.759,3.5,17.4,9,0,6,4.5,50.159,2018,4,276,Thursday
4/13/2018,4.5,2.033,5,23,12,0,23,4,73.533,2018,4,276,Friday
4/14/2018,8,3.68,2,24,2,0,3,12,54.68,2018,4,276,Saturday
4/15/2018,7.66,2.759,3,20,5,0,0,6,44.419,2018,4,276,Sunday
4/16/2018,2,6.02,0.25,40.5,9,0,4,3,64.77,2018,4,276,Monday
4/17/2018,3.34,1.406,0.15,16,10,0,6,6,42.896,2018,4,276,Tuesday
4/18/2018,5,0.54,3.25,25.25,5,0,7,1,47.04,2018,4,276,Wednesday
4/19/2018,5,5.67,1,31.375,3,0,1,7,54.045,2018,4,276,Thursday
4/20/2018,5,4.506,0,15,10,0,6,9,49.506,2018,4,276,Friday
4/21/2018,3.5,3.439,2,40.4,7,0,4,6.2,66.539,2018,4,276,Saturday
4/22/2018,6,5.09,3.5,42.5,7,0,0,6.5,70.59,2018,4,276,Sunday
4/23/2018,7,0.693,1,15.562,7,0,2,9,42.255,2018,4,276,Monday
4/24/2018,6,4.462,6,20,9,0,1,12,58.462,2018,4,276,Tuesday
4/25/2018,9,7.66,5,18.1,8,2,30,9,88.76,2018,4,276,Wednesday
4/26/2018,5.33,1.099,2,18,8,0,7,5,46.429,2018,4,276,Thursday
4/27/2018,6.68,3.529,3,43,12,0,6,4,78.209,2018,4,276,Friday
4/28/2018,9.33,2,2.05,27.25,11,1,6,7,65.63,2018,4,276,Saturday
4/29/2018,7.33,6,6,14,5,0,14,10.4,62.73,2018,4,276,Sunday
4/30/2018,5,6.66,3,14.125,12,0,1,7,48.785,2018,4,276,Monday
5/1/2018,2.34,0,1,6.2,0,0,1,8,18.54,2018,5,276,Tuesday
5/2/2018,6,3.526,2,38.2,7,0,3,9,68.726,2018,5,276,Wednesday
5/3/2018,2.33,1.779,2,27.262,10,0,16,10,69.371,2018,5,276,Thursday
5/4/2018,1,2.93,5,8.75,6,0,2,10.5,36.18,2018,5,276,Friday
5/5/2018,9,3.34,5,24,9,0,0,7,57.34,2018,5,276,Saturday
5/6/2018,3.34,10.66,0.25,18.2,9,0,3,13.5,57.95,2018,5,276,Sunday
5/7/2018,9.66,0.033,0,22,13,0,7,3,54.693,2018,5,276,Monday
5/8/2018,10.5,5.84,1,15,14,2,1,9,58.34,2018,5,276,Tuesday
5/9/2018,9.34,2.33,7,24.4,8,2,2,5,60.07,2018,5,276,Wednesday
5/10/2018,8.5,5.32,6,39,12,0,1,6,77.82,2018,5,276,Thursday
5/11/2018,9.33,1.34,3,19,6,0,2,10,50.67,2018,5,276,Friday
5/12/2018,1.33,3.66,5.15,27,10,0,11,8,66.14,2018,5,276,Saturday
5/13/2018,5.16,5.759,3,14.4,3,0,7,10,48.319,2018,5,276,Sunday
5/14/2018,6,6.539,1,20,4,1,37,3,78.539,2018,5,276,Monday
5/15/2018,4,0.67,2,14,11,0,5,7,43.67,2018,5,276,Tuesday
5/16/2018,4.01,2.33,2.5,13.4,9,0,2,8,41.24,2018,5,276,Wednesday
5/17/2018,2,2.78,3.5,16,11,0,1,4,40.28,2018,5,276,Thursday
5/18/2018,2.34,1.396,6,30,11,0,2,2.4,55.136,2018,5,276,Friday
5/19/2018,2.34,2.561,1,18.4,7,5,0,5,41.301,2018,5,276,Saturday
5/20/2018,7,8.01,1,45,6,1,0,10,78.01,2018,5,276,Sunday
5/21/2018,12,2.759,2.15,14.6,18,0,11,5,65.509,2018,5,276,Monday
5/22/2018,3.67,2.33,3,8.062,7,0,6,6,36.062,2018,5,276,Tuesday
5/23/2018,1.5,3.66,0,11,7,0,0,7,30.16,2018,5,276,Wednesday
5/24/2018,2,1.99,5,20.2,6,1,10,1,47.19,2018,5,276,Thursday
5/25/2018,2.33,2.33,2,16.4,9,0,1,2,35.06,2018,5,276,Friday
5/26/2018,3.33,2.759,7,16.262,7,0,3,5,44.351,2018,5,276,Saturday
5/27/2018,6.33,4.518,5,49.262,6,1,0,11,83.11,2018,5,276,Sunday
5/28/2018,7,3.01,1.2,19.6,7,0,7,6,50.81,2018,5,276,Monday
5/29/2018,9,4.033,3.3,21.25,7,0,4,6,54.583,2018,5,276,Tuesday
5/30/2018,4.34,1.67,2,16.4,9,0,14,10,57.41,2018,5,276,Wednesday
5/31/2018,3.5,3.66,1.35,11.4,10,0,8,5.64,43.55,2018,5,276,Thursday
6/1/2018,12.33,2.18,4,29,9,0,5,3,64.51,2018,6,276,Friday
6/2/2018,8,3.086,4,23,9,3,7,9,66.086,2018,6,276,Saturday
6/3/2018,5,2.746,1,22.4,8,1,0,2,42.146,2018,6,276,Sunday
6/4/2018,3.33,3,6,19,3,0,6,6,46.33,2018,6,276,Monday
6/5/2018,4.33,3.67,1.05,20,7,2,0,7,45.05,2018,6,276,Tuesday
6/6/2018,6,2.34,0.15,17.25,16,3,0,2,46.74,2018,6,276,Wednesday
6/7/2018,2,4.528,0.25,19,11,1,10,2,49.778,2018,6,276,Thursday
6/8/2018,4,1.33,2,9,6,0,2,4.4,28.73,2018,6,276,Friday
6/9/2018,8,6.462,3,21,11,0,5,0,54.462,2018,6,276,Saturday
6/10/2018,2.66,4.693,5,33.2,7,0,0,3,55.553,2018,6,276,Sunday
6/11/2018,8,8.33,3.1,17,17,0,0,6,59.43,2018,6,276,Monday
6/12/2018,2.34,4.5,4,18.186,3,0,1,7.4,40.426,2018,6,276,Tuesday
6/13/2018,12,4.33,1.2,22.25,1,0,0,2,42.78,2018,6,276,Wednesday
6/14/2018,0,1,1,22,11,0,0,2,37,2018,6,276,Thursday
6/15/2018,1,0.066,0.3,11.133,10,0,8,2,32.499,2018,6,276,Friday
6/16/2018,3.34,6.383,5,10,5,0,2,7,38.723,2018,6,276,Saturday
6/17/2018,4.84,6.586,6,24,10,0,5,4,60.426,2018,6,276,Sunday
6/18/2018,4.5,1.33,2.1,14,4,0,1,6,32.93,2018,6,276,Monday
6/19/2018,4,3.34,4,23,8,0,5,3,50.34,2018,6,276,Tuesday
6/20/2018,3.66,4.528,2.5,15.062,8,3,11,2.6,50.35,2018,6,276,Wednesday
6/21/2018,3.35,2.913,4,36,5,0,5,10.5,66.763,2018,6,276,Thursday
6/22/2018,5,5.099,4.15,12,3,0,6,5.5,40.749,2018,6,276,Friday
6/23/2018,5.33,7.343,2,14,7,0,1,2,38.673,2018,6,276,Saturday
6/24/2018,1.67,4.746,2,29,10,0,0,3,50.416,2018,6,276,Sunday
6/25/2018,3.33,3.099,0,31.062,12,3,5,2,59.491,2018,6,276,Monday
6/26/2018,10.33,5.67,3,15,6,0,9,4.4,53.4,2018,6,276,Tuesday
6/27/2018,2,2.396,3,11,10,0,2,3,33.396,2018,6,276,Wednesday
6/28/2018,3,2.192,4,10,13,0,5,2,39.192,2018,6,276,Thursday
6/29/2018,1,3,2,10,8,0,0,4,28,2018,6,276,Friday
6/30/2018,6.84,3.34,7,26.8,10,2,0,4,59.98,2018,6,276,Saturday
7/1/2018,2,3.693,1,22,7,0,10,4,49.693,2018,7,276,Sunday
7/2/2018,3.33,6.33,3,24.6,18,0,3,7,65.26,2018,7,276,Monday
7/3/2018,6.34,2.33,1,13.6,9,0,8,3,43.27,2018,7,276,Tuesday
7/4/2018,1,2.83,3.5,16.25,6,0,22,7,58.58,2018,7,276,Wednesday
7/5/2018,4.33,2.759,4,15,6,3,3,1,39.089,2018,7,276,Thursday
7/6/2018,2.33,5.33,1.25,20,15,0,0,6,49.91,2018,7,276,Friday
7/7/2018,6.33,8.52,7,19,14,0,0,5.5,60.35,2018,7,276,Saturday
7/8/2018,7.33,5.211,2,28,10,0,5,4,61.541,2018,7,276,Sunday
7/9/2018,3.33,2,4,31,12,3,0,3,58.33,2018,7,276,Monday
7/10/2018,6,6.36,4,34,9,2,2,4,67.36,2018,7,276,Tuesday
7/11/2018,10,3.363,3,29.4,13,0,6,2,66.763,2018,7,276,Wednesday
7/12/2018,3,4.34,7,24,11,4,0,3,56.34,2018,7,276,Thursday
7/13/2018,1.34,2.67,1.15,22,5,0,2,3,37.16,2018,7,276,Friday
7/14/2018,0,3.2,0,26,8,0,0,1.4,38.6,2018,7,276,Saturday
7/15/2018,10,9.42,3.5,23,4,0,1,7,57.92,2018,7,276,Sunday
7/16/2018,9.33,5.023,1,22,8,0,0,3,48.353,2018,7,276,Monday
7/17/2018,2.33,3.66,2,29.4,13,0,0,6,56.39,2018,7,276,Tuesday
7/18/2018,2.5,2.837,5,10,17,0,12,6,55.337,2018,7,276,Wednesday
7/19/2018,6.84,4,3,16,14,1,0,3,47.84,2018,7,276,Thursday
7/20/2018,5,7.177,5,35.2,2,1,2,4,61.377,2018,7,276,Friday
7/21/2018,4,5.02,0.3,22,7,0,5,1,44.32,2018,7,276,Saturday
7/22/2018,3.66,4.34,0,31,4,0,5,6,54,2018,7,276,Sunday
7/23/2018,8.68,1.863,2.1,12,15,1,0,5.3,45.943,2018,7,276,Monday
7/24/2018,9.68,4,2,22,4,1,2,2,46.68,2018,7,276,Tuesday
7/25/2018,5,2.68,2,16,7,0,0,2,34.68,2018,7,276,Wednesday
7/26/2018,4.33,1.827,5,24,4,0,1,4,44.157,2018,7,276,Thursday
7/27/2018,2.34,3.34,3,19.4,11,0,1,6,46.08,2018,7,276,Friday
7/28/2018,6,4.01,1,24.5,9,0,0,3,47.51,2018,7,276,Saturday
7/29/2018,3.5,4.35,2.1,9,7,1,0,3,29.95,2018,7,276,Sunday
7/30/2018,3,6.33,5.3,26,9,2,0,4,55.63,2018,7,276,Monday
7/31/2018,7.33,3.736,3,13,5,0,0,3,35.066,2018,7,276,Tuesday
8/1/2018,1,2.34,1,14,9,1,1,7,36.34,2018,8,276,Wednesday
8/2/2018,0,1,0,11,11,0,2,5,30,2018,8,276,Thursday
8/3/2018,4.01,2.67,2,21,9,0,0,1,39.68,2018,8,276,Friday
8/4/2018,5,3.87,2,8,11,3,0,8,40.87,2018,8,276,Saturday
8/5/2018,6,0.99,5,13,4,2,6,1.3,38.29,2018,8,276,Sunday
8/6/2018,8.33,6.165,2,21.388,7,0,6,2,52.883,2018,8,276,Monday
8/7/2018,2.33,2.67,8,15,7,1,1,3,40,2018,8,276,Tuesday
8/8/2018,4.33,2.793,2,10,13,0,0,2,34.123,2018,8,276,Wednesday
8/9/2018,2.67,3.066,1,29.4,13,0,0,2,51.136,2018,8,276,Thursday
8/10/2018,6,4,4,19,4,0,0,2,39,2018,8,276,Friday
8/11/2018,4,4.133,6,37,16,1,5,10,83.133,2018,8,276,Saturday
8/12/2018,10.99,4.99,6,16,6,0,1,2,46.98,2018,8,276,Sunday
8/13/2018,3.33,5.02,2,23.25,15,0,3,2,53.6,2018,8,276,Monday
8/14/2018,1.33,2.736,5,12,9,0,4,5,39.066,2018,8,276,Tuesday
8/15/2018,8.34,4.199,2,32.2,13,2,0,1,62.739,2018,8,276,Wednesday
8/16/2018,3.33,8.729,4,27.4,6,3,5,5,62.459,2018,8,276,Thursday
8/17/2018,2.33,2.99,2.4,23,5,1,5,1,42.72,2018,8,276,Friday
8/18/2018,6.33,5.34,0,32.1,5,1,6,0,55.77,2018,8,276,Saturday
8/19/2018,6.33,4.495,1,19.9,3,0,5,6,45.725,2018,8,276,Sunday
8/20/2018,4,5.68,4.2,21.4,7,0,20,3,65.28,2018,8,276,Monday
8/21/2018,2.34,3,2.15,26.2,4,1,1,4,43.69,2018,8,276,Tuesday
8/22/2018,5,4.33,0,18,4,1,0,4,36.33,2018,8,276,Wednesday
8/23/2018,5,4.067,4,35,8,0,23,3,82.067,2018,8,276,Thursday
8/24/2018,4,2.34,1,38.5,7,0,21,4,77.84,2018,8,276,Friday
8/25/2018,3.67,4.01,3.2,27,4,0,6,2.5,50.38,2018,8,276,Saturday
8/26/2018,11.33,6.67,4,57,10,0,8,4.3,101.3,2018,8,276,Sunday
8/27/2018,3.34,1,9,16,6,0,1,1,37.34,2018,8,276,Monday
8/28/2018,2,2.68,1,26.4,7,1,0,3,43.08,2018,8,276,Tuesday
8/29/2018,6.67,2.67,1.3,28.5,10,1,5,3,58.14,2018,8,276,Wednesday
8/30/2018,2.33,2.736,3,38,7,0,4,2,59.066,2018,8,276,Thursday
8/31/2018,4.34,3.34,0,17.2,13,1,20,4,62.88,2018,8,276,Friday
9/1/2018,2.34,0,2.2,19,6,1,1,2,33.54,2018,9,276,Saturday
9/2/2018,6.68,5.373,3,20,5,0,5,2,47.053,2018,9,276,Sunday
9/3/2018,1,2.02,2,27.4,12,0,0,4,48.42,2018,9,276,Monday
9/4/2018,4,1.086,1,22,7,0,3,2,40.086,2018,9,276,Tuesday
9/5/2018,6.5,3.33,1.5,28,11,0,3,2,55.33,2018,9,276,Wednesday
9/6/2018,6.66,4.056,3,18.4,13,0,5,0,50.116,2018,9,276,Thursday
9/7/2018,2,1.746,4,42,6,0,22,7.7,85.446,2018,9,276,Friday
9/8/2018,10,2.34,6.1,35.4,12,0,10,1,76.84,2018,9,276,Saturday
9/9/2018,4,5.944,0,50,2,0,0,5,66.944,2018,9,276,Sunday
9/10/2018,7,2.406,2,49.4,14,3,1,2,80.806,2018,9,276,Monday
9/11/2018,9,2.726,3,50.6,15,0,6,4,90.326,2018,9,276,Tuesday
9/12/2018,4,3,2,35,18,0,5,0,67,2018,9,276,Wednesday
9/13/2018,2.83,3.086,1,20.6,5,2,12,2,48.516,2018,9,276,Thursday
9/14/2018,8,7.02,4,54,7,0,1,2,83.02,2018,9,276,Friday
9/15/2018,6,2.01,4,19.7,6,0,10,4.4,52.11,2018,9,276,Saturday
9/16/2018,3.33,0.67,3.25,24.25,6,1,7,3,48.5,2018,9,276,Sunday
9/17/2018,3,2.33,3.75,44.4,10,1,5,0,69.48,2018,9,276,Monday
9/18/2018,4.34,3,3.7,20,6,0,1,5,43.04,2018,9,276,Tuesday
9/19/2018,6,3.68,2,26,10,0,9,7,63.68,2018,9,276,Wednesday
9/20/2018,2,4.067,2,24.2,13,1,0,5,51.267,2018,9,276,Thursday
9/21/2018,4.66,5.837,1,33.1,10,0,1,3,58.597,2018,9,276,Friday
9/22/2018,6,3.833,1.5,31.6,6,1,23,3,75.933,2018,9,276,Saturday
9/23/2018,7.34,9.439,3.25,42.862,9,0,8,5,84.891,2018,9,276,Sunday
9/24/2018,7.33,3.67,5.5,53.8,7,0,9,2,88.3,2018,9,276,Monday
9/25/2018,6,4.736,3.3,53.85,11,0,22,2,102.886,2018,9,276,Tuesday
9/26/2018,3,9,6,41.4,9,1,0,3,72.4,2018,9,276,Wednesday
9/27/2018,4,6.567,4.6,19,11,0,7,3,55.167,2018,9,276,Thursday
9/28/2018,2,4.68,3.7,40.6,3,0,5,3,61.98,2018,9,276,Friday
9/29/2018,3.5,5.33,2.15,57.7,4,0,21,1,94.68,2018,9,276,Saturday
9/30/2018,11.01,2.01,2,54,9,1,3,3,85.02,2018,9,276,Sunday
10/1/2018,3,4.932,1,53,10,0,21,3,95.932,2018,10,276,Monday
10/2/2018,6,3.91,3.5,18.6,7,0,6,0,45.01,2018,10,276,Tuesday
10/3/2018,6,3.33,3,34.9,12,2,5,4,70.23,2018,10,276,Wednesday
10/4/2018,6,3.36,2,32,12,1,5,0,61.36,2018,10,276,Thursday
10/5/2018,4.84,3.397,1.1,22.8,7,0,14,1,54.137,2018,10,276,Friday
10/6/2018,2,5.36,3.2,59.25,4,0,3,0.1,76.91,2018,10,276,Saturday
10/7/2018,2.68,7.35,2,42.4,8,0,9,1,72.43,2018,10,276,Sunday
10/8/2018,4,1.68,3,30,18,5,0,3,64.68,2018,10,276,Monday
10/9/2018,2,1.67,1,30,18,0,29,1,82.67,2018,10,276,Tuesday
10/10/2018,9,8.01,4.1,41.2,13,0,20,2,97.31,2018,10,276,Wednesday
10/11/2018,2,2.33,2.1,31,15,0,0,1,53.43,2018,10,276,Thursday
10/12/2018,6.33,4.363,1,26,6,0,1,6,50.693,2018,10,276,Friday
10/13/2018,6.99,4.507,3.25,29.6,8,0,6,3,61.347,2018,10,276,Saturday
10/14/2018,2.34,6.01,6.2,51.7,9,2,0,6,83.25,2018,10,276,Sunday
10/15/2018,7.17,0.066,3,47.6,12,0,5,6,80.836,2018,10,276,Monday
10/16/2018,6,5.322,2,27.3,5,3,6,0,54.622,2018,10,276,Tuesday
10/17/2018,2.33,6,4,52.2,5,0,1,4,74.53,2018,10,276,Wednesday
10/18/2018,4.34,3,1.1,14,9,1,10,5,47.44,2018,10,276,Thursday
10/19/2018,4,2.066,0,10.6,5,2,6,4,33.666,2018,10,276,Friday
10/20/2018,2.34,2.02,2,33,9,0,34,5,87.36,2018,10,276,Saturday
10/21/2018,6.67,8.69,1,56.3,5,3,5,1,86.66,2018,10,276,Sunday
10/22/2018,2.66,7.01,3.3,18.8,8,0,28,1.3,69.07,2018,10,276,Monday
10/23/2018,2.34,2,0.45,44.8,9,1,11,3,73.59,2018,10,276,Tuesday
10/24/2018,4,2.109,5,37.2,7,0,10,1.5,66.809,2018,10,276,Wednesday
10/25/2018,5.33,5.429,3,52.2,12,0,33,3,113.959,2018,10,276,Thursday
10/26/2018,4,5.373,4.6,44,14,1,14,1,87.973,2018,10,276,Friday
10/27/2018,8.34,3.426,2.2,49.975,12,1,7,2,85.941,2018,10,276,Saturday
10/28/2018,5.33,5.33,1.6,53.75,9,3,13,3,94.01,2018,10,276,Sunday
10/29/2018,5.35,2.67,2.35,32.8,5,0,10,3,61.17,2018,10,276,Monday
10/30/2018,9.33,4,1,18.2,7,0,13,1,53.53,2018,10,276,Tuesday
10/31/2018,2,4.68,3,34.1,7,0,2,2,54.78,2018,10,276,Wednesday
11/1/2018,7.84,0.34,3,25,6,3,7,0,52.18,2018,11,276,Thursday
11/2/2018,5.14,1.845,0,32.6,8.2,0,1,3.3,52.085,2018,11,276,Friday
11/3/2018,3,3,6.2,45.4,2,0,0,2,61.6,2018,11,276,Saturday
11/4/2018,13.99,4.896,0,52,7,0,13,1,91.886,2018,11,276,Sunday
11/5/2018,6.33,2.34,6,29,14,0,13,2.3,72.97,2018,11,276,Monday
11/6/2018,3.33,6.68,10.55,37.7,8,0,13,2.5,81.76,2018,11,276,Tuesday
11/7/2018,7,1.863,3,38.9,15,3,8,0,76.763,2018,11,276,Wednesday
11/8/2018,3,1.573,6,38,5,0,16,2,71.573,2018,11,276,Thursday
11/9/2018,5,0.67,5,43,7,1,22,0,83.67,2018,11,276,Friday
11/10/2018,4.33,2.417,2,35.6,7,1,11,1.1,64.447,2018,11,276,Saturday
11/11/2018,11,4.246,2,33.65,14,0,10,1,75.896,2018,11,276,Sunday
11/12/2018,2.34,2.33,7,35,15,2,24,1,88.67,2018,11,276,Monday
11/13/2018,6.33,5.35,6,29.7,18,0,18,3,86.38,2018,11,276,Tuesday
11/14/2018,5.66,4.67,3,28.4,9,0,0,0,50.73,2018,11,276,Wednesday
11/15/2018,2,4.083,2,49.6,3,2,29,0,91.683,2018,11,276,Thursday
11/16/2018,8.33,2.66,4,21.5,6,0,6,0.4,48.89,2018,11,276,Friday
11/17/2018,8,2.34,1,39,5,0,13,2,70.34,2018,11,276,Saturday
11/18/2018,4.68,4.68,5,32.9,7,1,10,1,66.26,2018,11,276,Sunday
11/19/2018,6.01,2.44,2,47.2,6,3,3,0,69.65,2018,11,276,Monday
11/20/2018,5.33,3.803,4,31.5,4,1,10,3,62.633,2018,11,276,Tuesday
11/21/2018,7,2.34,3.25,22,5,0,5,1,45.59,2018,11,276,Wednesday
11/22/2018,8,7.066,3,22.4,9,0,15,2,66.466,2018,11,276,Thursday
11/23/2018,6,4.472,3,29.6,13,1,24,3,84.072,2018,11,276,Friday
11/24/2018,5.66,5.78,5,29.2,11,0,7,0.3,63.94,2018,11,276,Saturday
11/25/2018,5.33,3.593,3.15,19.1,6,1,3,2,43.173,2018,11,276,Sunday
11/26/2018,5.33,2.34,2,36.3,15,1,16,3,80.97,2018,11,276,Monday
11/27/2018,8,4.67,2,41.5,2,0,5,2,65.17,2018,11,276,Tuesday
11/28/2018,3,5.67,1,24.4,15,2,8,4,63.07,2018,11,276,Wednesday
11/29/2018,4.33,4.32,1,22.6,7,0,1,3,43.25,2018,11,276,Thursday
11/30/2018,1,3.01,1,22.4,3,0,0,2.5,32.91,2018,11,276,Friday
12/1/2018,7,8.779,2.05,41,7,3,13,2,83.829,2018,12,276,Saturday
12/2/2018,3.17,5.779,10,65.7,6,0,27,8,125.649,2018,12,276,Sunday
12/3/2018,6,5.083,2.1,44,13,0,13,1,84.183,2018,12,276,Monday
12/4/2018,2.5,3,3,32.2,11,0,5,3,59.7,2018,12,276,Tuesday
12/5/2018,5.33,3.726,3.5,41.3,13,0,15,2,83.856,2018,12,276,Wednesday
12/6/2018,0,0,0,0,0,0,0,0,0,2018,12,276,Thursday
12/7/2018,5,3.01,3,47.4,14,0,12,3,87.41,2018,12,276,Friday
12/8/2018,0,0,0,0,0,0,0,0,0,2018,12,276,Saturday
12/9/2018,4.66,6.69,4.1,57.7,9,0,11,0,93.15,2018,12,276,Sunday
12/10/2018,4,5,1.5,23.8,12,1,7,1,55.3,2018,12,276,Monday
12/11/2018,4,4.01,8.35,28,12,3,2,5.5,66.86,2018,12,276,Tuesday
12/12/2018,4.33,2,3,37.6,11,0,21,0,78.93,2018,12,276,Wednesday
12/13/2018,3.68,2.243,3,47.5,6,0,6,0,68.423,2018,12,276,Thursday
12/14/2018,2,2,0.2,23.4,2,1,29,1,60.6,2018,12,276,Friday
12/15/2018,4,2.34,3.45,62.4,5,0,26,2.3,105.49,2018,12,276,Saturday
12/16/2018,1.33,4.32,0.2,27,3,0,7,1,43.85,2018,12,276,Sunday
12/17/2018,6.34,2.01,5,53,6,1,22,2,97.35,2018,12,276,Monday
12/18/2018,0.33,2.473,1,34.5,12,3,9,2,64.303,2018,12,276,Tuesday
12/19/2018,0,0,0,0,0,0,0,0,0,2018,12,276,Wednesday
12/20/2018,8.34,1.66,1,27,12,3,1,0,54,2018,12,276,Thursday
12/21/2018,2,1.35,0,35,12,1,13,1,65.35,2018,12,276,Friday
12/22/2018,8.34,3.34,4.5,43.4,3,1,0,0,63.58,2018,12,276,Saturday
12/23/2018,12.33,6.406,2.3,47.7,8,0,13,4,93.736,2018,12,276,Sunday
12/24/2018,8.67,4.35,1,32,20,0,8,1,75.02,2018,12,276,Monday
12/25/2018,8,6.076,5.1,42.6,9,3,21,2,96.776,2018,12,276,Tuesday
12/26/2018,1,0.66,2.15,50,8,1,13,2,77.81,2018,12,276,Wednesday
12/27/2018,3.68,3.01,3.05,40.6,8,0,7,0,65.34,2018,12,276,Thursday
12/28/2018,11.67,5.845,1,56.4,11,6,9,0,100.915,2018,12,276,Friday
12/29/2018,6.68,5.611,1,68.35,5,0,7,2,95.641,2018,12,276,Saturday
12/30/2018,5.33,7.593,5,59.9,6,0,31,3.3,118.123,2018,12,276,Sunday
12/31/2018,8,4.66,5.2,44.5,10,0,6,4,82.36,2018,12,276,Monday
1/1/2019,0,0,0,0,0,0,0,0,0,2019,1,276,Tuesday
1/2/2019,5.33,4.397,4.15,36.8,4,0,9,2,65.677,2019,1,276,Wednesday
1/3/2019,4.33,4.836,6.25,42.4,6,0,9,0,72.816,2019,1,276,Thursday
1/4/2019,7,3.67,2.6,55.8,10,0,0,1,80.07,2019,1,276,Friday
1/5/2019,8.01,3.69,3.1,62.75,10,0,30,1,118.55,2019,1,276,Saturday
1/6/2019,8.33,10.01,2.25,47.4,11,2,0,3,83.99,2019,1,276,Sunday
1/7/2019,0,0,0,0,0,0,0,0,0,2019,1,276,Monday
1/8/2019,4.34,3.32,0,41.8,6,0,10,2,67.46,2019,1,276,Tuesday
1/9/2019,3,1.33,2,64.8,24,3,10,1,109.13,2019,1,276,Wednesday
1/10/2019,8,3.58,5.6,39.1,12,2,13,1,84.28,2019,1,276,Thursday
1/11/2019,5.33,7.34,3,61.6,12,0,6,0,95.27,2019,1,276,Friday
1/12/2019,6.66,7.02,5,74.5,21.2,0,10,0,124.38,2019,1,276,Saturday
